Ticker,Date,Open,Time,Close,High,Low,Candle Range,Candle Signal
MU,06-30-2025,124.88,08:30-11:30,123.7,125.03,121.85,3.180000000000007,No Signal
NVDA,06-30-2025,158.4,08:30-11:30,157.71,158.46,155.96,2.5,No Signal
QCOM,06-30-2025,158.38,08:30-11:30,159.15,159.86,157.8,2.0600000000000023,No Signal
TSM,06-30-2025,227.44,08:30-11:30,227.44,228.15,224.8,3.3499999999999943,No Signal
AMAT,06-30-2025,183.69,08:30-11:30,184.45,184.77,182.53,2.240000000000009,Bullish Wick
LRCX,06-30-2025,97.55,08:30-11:30,97.36,97.67,96.91,0.7600000000000051,No Signal
AAPL,06-30-2025,202.01,08:30-11:30,200.32,202.19,199.59,2.5999999999999943,No Signal
ADBE,06-30-2025,387.0,08:30-11:30,385.92,390.98,385.61,5.3700000000000045,Bearish Wick
AFRM,06-30-2025,69.36,08:30-11:30,68.91,69.75,68.21,1.5400000000000063,No Signal
MSFT,06-30-2025,497.41,08:30-11:30,497.83,499.31,495.33,3.980000000000018,No Signal
NET,06-30-2025,195.55,08:30-11:30,195.76,196.2,192.32,3.8799999999999955,Bullish Wick
ORCL,06-30-2025,226.5,08:30-11:30,220.34,228.22,219.11,9.109999999999985,No Signal
PLTR,06-30-2025,137.84,08:30-11:30,138.56,138.88,136.21,2.6699999999999875,Bullish Wick
CRM,06-30-2025,275.76,08:30-11:30,271.95,276.38,271.91,4.46999999999997,No Signal
DDOG,06-30-2025,134.24,08:30-11:30,133.88,135.39,133.08,2.309999999999974,No Signal
SHOP,06-30-2025,115.09,08:30-11:30,116.18,116.59,113.96,2.6300000000000097,No Signal
SNOW,06-30-2025,224.4,08:30-11:30,223.93,225.51,222.61,2.8999999999999773,No Signal
UBER,06-30-2025,91.68,08:30-11:30,92.42,93.09,91.52,1.5700000000000074,No Signal
DELL,06-30-2025,124.16,08:30-11:30,123.28,124.4,122.55,1.8500000000000085,No Signal
CSCO,06-30-2025,68.83,08:30-11:30,69.11,69.39,68.78,0.6099999999999994,No Signal
FSLR,06-30-2025,160.89,08:30-11:30,165.95,167.79,159.56,8.22999999999999,No Signal
NEE,06-30-2025,67.82,08:30-11:30,67.96,68.68,67.2,1.480000000000004,No Signal
SPY,06-30-2025,617.38,08:30-11:30,616.26,617.49,615.69,1.7999999999999545,No Signal
QQQ,06-30-2025,551.16,08:30-11:30,550.35,551.31,549.01,2.2999999999999545,No Signal
SMH,06-30-2025,279.27,08:30-11:30,279.11,279.96,277.1,2.859999999999957,No Signal
IWM,06-30-2025,216.68,08:30-11:30,215.66,216.71,215.54,1.170000000000016,No Signal
DIA,06-30-2025,440.45,08:30-11:30,439.49,440.46,438.82,1.6399999999999864,No Signal
ARKK,06-30-2025,70.37,08:30-11:30,70.78,70.96,70.13,0.8299999999999983,No Signal
UVXY,06-30-2025,18.55,08:30-11:30,18.86,18.98,18.5,0.4800000000000004,No Signal
IGV,06-30-2025,109.37,08:30-11:30,109.51,109.91,109.14,0.769999999999996,No Signal
XLK,06-30-2025,252.97,08:30-11:30,252.57,253.1,251.76,1.3400000000000034,No Signal
KRE,06-30-2025,59.75,08:30-11:30,59.67,60.02,59.49,0.5300000000000011,No Signal
XLY,06-30-2025,218.52,08:30-11:30,217.2,218.98,217.2,1.7800000000000011,No Signal
XLC,06-30-2025,108.54,08:30-11:30,108.1,108.74,107.89,0.8499999999999943,No Signal
XLF,06-30-2025,52.18,08:30-11:30,52.26,52.39,52.13,0.259999999999998,No Signal
XLE,06-30-2025,84.97,08:30-11:30,85.11,85.34,84.56,0.7800000000000011,No Signal
JETS,06-30-2025,22.94,08:30-11:30,22.88,23.02,22.85,0.16999999999999815,No Signal
XLB,06-30-2025,87.98,08:30-11:30,87.81,88.02,87.37,0.6499999999999915,No Signal
XLI,06-30-2025,147.06,08:30-11:30,147.08,147.29,146.58,0.7099999999999795,No Signal
XLP,06-30-2025,80.51,08:30-11:30,80.57,80.9,80.46,0.44000000000001194,No Signal
XHB,06-30-2025,98.95,08:30-11:30,98.29,98.95,97.65,1.2999999999999972,No Signal
XRT,06-30-2025,77.54,08:30-11:30,76.8,77.56,76.65,0.9099999999999966,No Signal
IBB,06-30-2025,126.86,08:30-11:30,126.36,127.29,126.24,1.0500000000000114,Bearish Wick
XLU,06-30-2025,80.94,08:30-11:30,81.17,81.26,80.68,0.5799999999999983,No Signal
XLRE,06-30-2025,41.15,08:30-11:30,40.94,41.16,40.73,0.4299999999999997,No Signal
XLV,06-30-2025,133.9,08:30-11:30,134.25,134.68,133.8,0.8799999999999955,No Signal
