Date,Time,Ticker,Open,High,Low,Close,Candle Range,Candle Signal
06-30-2025,11:30,OXY,42.17,42.21,42.04,42.1,0.17,No Signal
06-30-2025,11:30,HAL,20.61,20.63,20.53,20.56,0.1,No Signal
06-30-2025,11:30,SLB,33.94,34.03,33.88,33.96,0.15,No Signal
06-30-2025,11:30,BAC,47.28,47.33,47.14,47.17,0.19,No Signal
06-30-2025,11:30,JPM,291.45,292.21,290.64,290.95,1.57,No Signal
06-30-2025,11:30,AXP,319.02,319.4,318.46,318.71,0.94,No Signal
06-30-2025,11:30,MA,557.28,559.76,557.28,559.58,2.48,No Signal
06-30-2025,11:30,PYPL,74.18,74.39,74.17,74.31,0.22,No Signal
06-30-2025,11:30,SYF,66.96,66.98,66.69,66.72,0.29,No Signal
06-30-2025,11:30,UPST,65.34,65.5,65.03,65.32,0.47,No Signal
06-30-2025,11:30,V,353.65,354.59,353.57,354.57,1.02,No Signal
06-30-2025,11:30,TFC,43.15,43.21,43.01,43.01,0.2,No Signal
06-30-2025,11:30,GS,706.52,708.88,706.1,706.78,2.78,No Signal
06-30-2025,11:30,HOOD,91.89,92.6,90.65,92.3,1.95,No Signal
06-30-2025,11:30,MS,140.03,140.38,139.88,140.04,0.5,No Signal
06-30-2025,11:30,SCHW,90.65,90.96,90.65,90.87,0.31,No Signal
06-30-2025,11:30,COIN,353.15,354.0,350.0,351.89,4.0,No Signal
06-30-2025,11:30,XYZ,68.24,68.39,68.12,68.25,0.27,No Signal
06-30-2025,11:30,LLY,778.68,779.57,774.24,776.01,5.33,No Signal
06-30-2025,11:30,MRK,78.64,79.06,78.62,79.04,0.43,No Signal
06-30-2025,11:30,UNH,310.22,311.24,310.04,311.12,1.2,No Signal
06-30-2025,11:30,MDT,86.81,86.96,86.71,86.96,0.25,Bullish Wick
06-30-2025,11:30,BA,209.61,209.95,208.81,209.17,1.14,No Signal
06-30-2025,11:30,GE,257.4,257.78,256.63,256.85,1.15,No Signal
06-30-2025,11:30,CSX,32.6,32.69,32.56,32.67,0.13,No Signal
06-30-2025,11:30,CAT,387.54,388.77,387.52,388.23,1.25,No Signal
06-30-2025,11:30,UPS,100.44,100.86,100.26,100.85,0.6,No Signal
06-30-2025,11:30,HON,231.35,232.17,231.21,232.09,0.96,No Signal
06-30-2025,11:30,MMM,151.66,151.93,151.42,151.56,0.51,No Signal
06-30-2025,11:30,FAST,41.88,42.12,41.87,42.09,0.25,No Signal
06-30-2025,11:30,DAL,49.11,49.27,49.08,49.25,0.19,No Signal
06-30-2025,11:30,LUV,32.08,32.3,32.06,32.28,0.24,No Signal
06-30-2025,11:30,UAL,79.18,79.79,79.08,79.68,0.71,No Signal
06-30-2025,11:30,AMD,142.9,143.13,142.27,142.45,0.86,No Signal
06-30-2025,11:30,ARM,163.52,164.11,162.34,162.39,1.77,No Signal
06-30-2025,11:30,AVGO,275.68,276.5,274.34,274.5,2.16,No Signal
06-30-2025,11:30,MCHP,70.37,70.46,70.15,70.45,0.31,Bullish Wick
06-30-2025,11:30,MRVL,77.21,77.46,77.0,77.13,0.46,No Signal
06-30-2025,11:30,MU,123.69,124.06,123.11,123.2,0.94,No Signal
06-30-2025,11:30,NVDA,157.7,158.17,157.65,157.83,0.51,No Signal
06-30-2025,11:30,QCOM,159.11,159.47,158.65,158.83,0.82,No Signal
06-30-2025,11:30,TSM,227.43,227.82,226.74,226.89,1.07,No Signal
06-30-2025,11:30,AMAT,184.44,184.58,183.36,183.63,1.22,No Signal
06-30-2025,11:30,LRCX,97.36,97.49,97.11,97.22,0.38,No Signal
06-30-2025,11:30,AAPL,200.31,200.48,199.85,200.15,0.63,No Signal
06-30-2025,11:30,ADBE,385.93,387.12,384.63,386.33,2.49,No Signal
06-30-2025,11:30,AFRM,68.92,69.45,68.81,69.44,0.64,No Signal
06-30-2025,11:30,MSFT,497.82,498.76,497.27,497.68,1.49,No Signal
06-30-2025,11:30,NET,195.76,196.04,195.03,195.75,1.01,No Signal
06-30-2025,11:30,ORCL,220.39,221.53,219.03,219.96,2.5,No Signal
06-30-2025,11:30,PLTR,138.54,138.83,136.83,137.56,2.0,No Signal
06-30-2025,11:30,CRM,271.97,272.7,271.67,272.27,1.03,No Signal
06-30-2025,11:30,DDOG,133.88,134.44,133.72,134.41,0.72,No Signal
06-30-2025,11:30,SHOP,116.19,116.29,115.74,116.07,0.55,No Signal
06-30-2025,11:30,SNOW,223.93,224.65,222.8,223.27,1.84,No Signal
06-30-2025,11:30,UBER,92.42,92.78,92.22,92.71,0.56,No Signal
06-30-2025,11:30,DELL,123.29,123.53,122.73,122.92,0.8,No Signal
06-30-2025,11:30,CSCO,69.11,69.16,68.93,68.93,0.23,No Signal
06-30-2025,11:30,FSLR,165.95,166.5,163.6,165.21,2.9,No Signal
06-30-2025,11:30,NEE,67.96,68.77,67.93,68.59,0.84,No Signal
06-30-2025,11:30,SPY,616.24,617.13,616.2,616.52,0.93,No Signal
06-30-2025,11:30,QQQ,550.34,551.08,550.07,550.36,1.01,No Signal
06-30-2025,11:30,SMH,279.09,279.4,278.48,278.66,0.92,No Signal
06-30-2025,11:30,IWM,215.65,216.12,215.57,215.89,0.55,No Signal
06-30-2025,11:30,DIA,439.48,440.08,439.45,439.86,0.63,No Signal
06-30-2025,11:30,ARKK,70.78,70.86,70.46,70.53,0.4,No Signal
06-30-2025,11:30,UVXY,18.86,18.9,18.74,18.88,0.16,Bullish Wick
06-30-2025,11:30,IGV,109.51,109.61,109.29,109.47,0.32,No Signal
06-30-2025,11:30,XLK,252.54,252.87,252.2,252.36,0.67,No Signal
06-30-2025,11:30,KRE,59.67,59.83,59.64,59.68,0.19,No Signal
06-30-2025,11:30,XLY,217.17,217.4,217.07,217.38,0.33,No Signal
06-30-2025,11:30,XLC,108.1,108.41,108.1,108.37,0.31,No Signal
06-30-2025,11:30,XLF,52.26,52.35,52.26,52.29,0.09,No Signal
06-30-2025,11:30,XLE,85.11,85.2,84.86,84.89,0.34,No Signal
06-30-2025,11:30,JETS,22.88,22.94,22.88,22.92,0.07,No Signal
06-30-2025,11:30,XLB,87.8,88.01,87.79,87.92,0.23,No Signal
06-30-2025,11:30,XLI,147.08,147.38,147.06,147.3,0.32,No Signal
06-30-2025,11:30,XLP,80.57,80.75,80.55,80.61,0.2,No Signal
06-30-2025,11:30,XHB,98.28,98.78,98.13,98.73,0.65,No Signal
06-30-2025,11:30,XRT,76.79,77.0,76.73,76.98,0.27,No Signal
06-30-2025,11:30,IBB,126.34,126.52,126.2,126.36,0.32,No Signal
06-30-2025,11:30,XLU,81.17,81.43,81.15,81.16,0.28,Bearish Wick
06-30-2025,11:30,XLRE,40.92,41.06,40.91,41.02,0.15,No Signal
06-30-2025,11:30,XLV,134.25,134.44,134.2,134.33,0.24,No Signal
