Ticker,Date,Open,Time,Close,High,Low,Candle Range,Candle Signal
GM,06-30-2025,49.58,8:30-12:30,49.11,49.62,49.02,0.5999999999999943,No Signal
TSLA,06-30-2025,323.93,8:30-12:30,319.8,325.58,317.81,7.769999999999982,No Signal
WMT,06-30-2025,97.23,8:30-12:30,96.77,97.9,96.31,1.5900000000000034,No Signal
PG,06-30-2025,159.26,8:30-12:30,158.71,159.9,158.3,1.5999999999999943,No Signal
CVX,06-30-2025,143.04,8:30-12:30,143.13,144.1,142.4,1.6999999999999886,No Signal
XOM,06-30-2025,108.64,8:30-12:30,108.07,108.84,108.07,0.7700000000000102,No Signal
COP,06-30-2025,89.51,8:30-12:30,89.65,90.19,89.1,1.0900000000000034,No Signal
OXY,06-30-2025,42.39,8:30-12:30,42.1,42.44,41.98,0.46000000000000085,No Signal
HAL,06-30-2025,20.57,8:30-12:30,20.56,20.74,20.38,0.35999999999999943,No Signal
SLB,06-30-2025,33.9,8:30-12:30,33.96,34.2,33.76,0.44000000000000483,No Signal
BAC,06-30-2025,47.62,8:30-12:30,47.17,47.62,47.14,0.4799999999999969,No Signal
JPM,06-30-2025,290.4,8:30-12:30,290.95,292.31,289.38,2.930000000000007,No Signal
AXP,06-30-2025,318.58,8:30-12:30,318.71,320.13,317.59,2.5400000000000205,No Signal
MA,06-30-2025,552.5,8:30-12:30,559.58,559.76,551.9,7.860000000000014,No Signal
PYPL,06-30-2025,73.95,8:30-12:30,74.31,74.54,73.68,0.8599999999999994,No Signal
SYF,06-30-2025,66.72,8:30-12:30,66.72,67.04,66.35,0.6900000000000119,No Signal
UPST,06-30-2025,64.65,8:30-12:30,65.32,66.61,64.64,1.9699999999999989,No Signal
V,06-30-2025,349.35,8:30-12:30,354.57,354.59,349.06,5.529999999999973,No Signal
TFC,06-30-2025,42.89,8:30-12:30,43.01,43.24,42.75,0.490000000000002,No Signal
GS,06-30-2025,714.27,8:30-12:30,706.78,714.3,702.95,11.349999999999909,No Signal
HOOD,06-30-2025,85.64,8:30-12:30,92.3,92.6,85.5,7.099999999999994,No Signal
MS,06-30-2025,141.51,8:30-12:30,140.04,141.85,139.62,2.2299999999999898,No Signal
SCHW,06-30-2025,90.25,8:30-12:30,90.87,91.09,90.11,0.980000000000004,No Signal
COIN,06-30-2025,359.23,8:30-12:30,351.89,360.45,349.7,10.75,No Signal
XYZ,06-30-2025,67.14,8:30-12:30,68.25,68.39,67.06,1.3299999999999983,No Signal
LLY,06-30-2025,778.54,8:30-12:30,776.01,783.0,774.0,9.0,No Signal
MRK,06-30-2025,79.25,8:30-12:30,79.04,79.39,78.38,1.0100000000000051,No Signal
UNH,06-30-2025,308.99,8:30-12:30,311.12,311.62,306.34,5.28000000000003,Bullish Wick
MDT,06-30-2025,86.65,8:30-12:30,86.96,87.38,86.18,1.1999999999999886,No Signal
BA,06-30-2025,213.88,8:30-12:30,209.17,214.71,208.81,5.900000000000006,No Signal
GE,06-30-2025,256.3,8:30-12:30,256.85,257.89,253.87,4.019999999999982,No Signal
CSX,06-30-2025,32.78,8:30-12:30,32.67,32.81,32.56,0.25,No Signal
CAT,06-30-2025,386.31,8:30-12:30,388.23,388.77,384.81,3.9599999999999795,No Signal
UPS,06-30-2025,101.16,8:30-12:30,100.85,101.27,100.26,1.009999999999991,No Signal
HON,06-30-2025,228.62,8:30-12:30,232.09,232.17,228.32,3.8499999999999943,No Signal
MMM,06-30-2025,152.28,8:30-12:30,151.56,152.4,151.18,1.2199999999999989,No Signal
FAST,06-30-2025,41.93,8:30-12:30,42.09,42.12,41.79,0.3299999999999983,Bullish Wick
DAL,06-30-2025,49.82,8:30-12:30,49.25,50.0,48.62,1.3800000000000026,No Signal
LUV,06-30-2025,32.4,8:30-12:30,32.28,32.51,32.03,0.4799999999999969,No Signal
UAL,06-30-2025,80.02,8:30-12:30,79.68,80.04,79.01,1.0300000000000011,No Signal
AMD,06-30-2025,144.0,8:30-12:30,142.45,144.1,141.01,3.0900000000000034,No Signal
ARM,06-30-2025,166.53,8:30-12:30,162.39,168.3,162.34,5.960000000000008,No Signal
AVGO,06-30-2025,274.73,8:30-12:30,274.5,277.7,272.13,5.569999999999993,No Signal
MCHP,06-30-2025,70.56,8:30-12:30,70.45,70.77,69.5,1.269999999999996,No Signal
MRVL,06-30-2025,78.43,8:30-12:30,77.13,78.44,76.71,1.730000000000004,No Signal
MU,06-30-2025,124.88,8:30-12:30,123.2,125.03,121.85,3.180000000000007,No Signal
NVDA,06-30-2025,158.4,8:30-12:30,157.83,158.46,155.96,2.5,No Signal
QCOM,06-30-2025,158.38,8:30-12:30,158.83,159.86,157.8,2.0600000000000023,No Signal
TSM,06-30-2025,227.44,8:30-12:30,226.89,228.15,224.8,3.3499999999999943,No Signal
AMAT,06-30-2025,183.69,8:30-12:30,183.63,184.77,182.53,2.240000000000009,No Signal
LRCX,06-30-2025,97.55,8:30-12:30,97.22,97.67,96.91,0.7600000000000051,No Signal
AAPL,06-30-2025,202.01,8:30-12:30,200.15,202.19,199.59,2.5999999999999943,No Signal
ADBE,06-30-2025,387.0,8:30-12:30,386.33,390.98,384.63,6.350000000000023,No Signal
AFRM,06-30-2025,69.36,8:30-12:30,69.44,69.75,68.21,1.5400000000000063,No Signal
MSFT,06-30-2025,497.41,8:30-12:30,497.68,499.31,495.33,3.980000000000018,No Signal
NET,06-30-2025,195.55,8:30-12:30,195.75,196.2,192.32,3.8799999999999955,Bullish Wick
ORCL,06-30-2025,226.5,8:30-12:30,219.96,228.22,219.03,9.189999999999998,No Signal
PLTR,06-30-2025,137.84,8:30-12:30,137.56,138.88,136.21,2.6699999999999875,No Signal
CRM,06-30-2025,275.76,8:30-12:30,272.27,276.38,271.67,4.7099999999999795,No Signal
DDOG,06-30-2025,134.24,8:30-12:30,134.41,135.39,133.08,2.309999999999974,No Signal
SHOP,06-30-2025,115.09,8:30-12:30,116.07,116.59,113.96,2.6300000000000097,No Signal
SNOW,06-30-2025,224.4,8:30-12:30,223.27,225.51,222.61,2.8999999999999773,No Signal
UBER,06-30-2025,91.68,8:30-12:30,92.71,93.09,91.52,1.5700000000000074,No Signal
DELL,06-30-2025,124.16,8:30-12:30,122.92,124.4,122.55,1.8500000000000085,No Signal
CSCO,06-30-2025,68.83,8:30-12:30,68.93,69.39,68.78,0.6099999999999994,No Signal
FSLR,06-30-2025,160.89,8:30-12:30,165.21,167.79,159.56,8.22999999999999,No Signal
NEE,06-30-2025,67.82,8:30-12:30,68.59,68.77,67.2,1.5699999999999932,No Signal
SPY,06-30-2025,617.38,8:30-12:30,616.52,617.49,615.69,1.7999999999999545,No Signal
QQQ,06-30-2025,551.16,8:30-12:30,550.36,551.31,549.01,2.2999999999999545,No Signal
SMH,06-30-2025,279.27,8:30-12:30,278.66,279.96,277.1,2.859999999999957,No Signal
IWM,06-30-2025,216.68,8:30-12:30,215.89,216.71,215.54,1.170000000000016,No Signal
DIA,06-30-2025,440.45,8:30-12:30,439.86,440.46,438.82,1.6399999999999864,No Signal
ARKK,06-30-2025,70.37,8:30-12:30,70.53,70.96,70.13,0.8299999999999983,No Signal
UVXY,06-30-2025,18.55,8:30-12:30,18.88,18.98,18.5,0.4800000000000004,No Signal
IGV,06-30-2025,109.37,8:30-12:30,109.47,109.91,109.14,0.769999999999996,No Signal
XLK,06-30-2025,252.97,8:30-12:30,252.36,253.1,251.76,1.3400000000000034,No Signal
KRE,06-30-2025,59.75,8:30-12:30,59.68,60.02,59.49,0.5300000000000011,No Signal
XLY,06-30-2025,218.52,8:30-12:30,217.38,218.98,217.07,1.9099999999999966,No Signal
XLC,06-30-2025,108.54,8:30-12:30,108.37,108.74,107.89,0.8499999999999943,No Signal
XLF,06-30-2025,52.18,8:30-12:30,52.29,52.39,52.13,0.259999999999998,No Signal
XLE,06-30-2025,84.97,8:30-12:30,84.89,85.34,84.56,0.7800000000000011,No Signal
JETS,06-30-2025,22.94,8:30-12:30,22.92,23.02,22.85,0.16999999999999815,No Signal
XLB,06-30-2025,87.98,8:30-12:30,87.92,88.02,87.37,0.6499999999999915,No Signal
XLI,06-30-2025,147.06,8:30-12:30,147.3,147.38,146.58,0.799999999999983,Bullish Wick
XLP,06-30-2025,80.51,8:30-12:30,80.61,80.9,80.46,0.44000000000001194,No Signal
XHB,06-30-2025,98.95,8:30-12:30,98.73,98.95,97.65,1.2999999999999972,No Signal
XRT,06-30-2025,77.54,8:30-12:30,76.98,77.56,76.65,0.9099999999999966,No Signal
IBB,06-30-2025,126.86,8:30-12:30,126.36,127.29,126.2,1.0900000000000034,No Signal
XLU,06-30-2025,80.94,8:30-12:30,81.16,81.43,80.68,0.75,No Signal
XLRE,06-30-2025,41.15,8:30-12:30,41.02,41.16,40.73,0.4299999999999997,No Signal
XLV,06-30-2025,133.9,8:30-12:30,134.33,134.68,133.8,0.8799999999999955,No Signal
